분류명,번호,예전주소,현재주소,경도,위도,업데이트일시
30200CTVPOC477939623,047.자립지원센터 앞,"(남대전 47-1)	방범용	2013.12	중교로 47-1 인근(자립지원센터 앞/대흥동 251-5)","(남대전 47-1)	방범용	2013.12	중교로 47-1 인근(자립지원센터 앞/대흥동 251-5)",127.4251252,36.3257556,2015-05-19 11:36:32
30200CTVPOC477960808,048.마음편한병원 앞,중교로 32 인근(마음편한병원 앞/대흥동 452-2),중교로 32 인근(마음편한병원 앞/대흥동 452-2),127.4236017,36.3252175,2015-05-19 11:36:32
30200CTVPOC477987562,049.투다리앞,중교로 6-1 인근(투다리 앞/대흥동 508-11),중교로 6-1 인근(투다리 앞/대흥동 508-11),127.4209383,36.3242559,2015-05-19 11:36:32
30200CTVPOC478047576,001.서대전초등학교 인근,용두로24번길 1(서대전초등학교 인근/용두동 71-23),용두로24번길 1(서대전초등학교 인근/용두동 71-23),127.409147656367,36.3263875748666,2015-05-19 11:36:32
30200CTVPOC478225854,002.태평초등학교 정문,유천로 117 인근(태평초등학교 정문/태평2동 385-10),유천로 117 인근(태평초등학교 정문/태평2동 385-10),127.395636295259,36.3220471986735,2015-05-19 11:36:32
30200CTVPOC478251750,003.신평초등학교 정문,유등천동로 468-2(신평초등학교 정문/태평2동 417-14),유등천동로 468-2(신평초등학교 정문/태평2동 417-14),127.388665876453,36.3227163321133,2015-05-19 11:36:32
30200CTVPOC478273200,004.대신초등학교 정자앞,솔밭로16번길 17(대신초정자 앞/대사동 233-10),솔밭로16번길 17(대신초정자 앞/대사동 233-10),127.419801696662,36.3157961705704,2015-05-19 11:36:32
30200CTVPOC478338034,005.글꽃초등학교 정문,계룡로918번길 97 인근(글꽃초등학교 정문/문화1동 1-258),계룡로918번길 97 인근(글꽃초등학교 정문/문화1동 1-258),127.4100673,36.3191385,2015-05-19 11:36:32
30200CTVPOC478370732,006.유평초등학교 정문,수침로 123 인근(유평초등학교 정문/태평1동 343-2),수침로 123 인근(유평초등학교 정문/태평1동 343-2),127.3979276,36.3310995,2015-05-19 11:36:32
30200CTVPOC478394132,007.버드네초등학교 정문,태평로 21 인근(버드내초정문/태평2동 422-32),태평로 21 인근(버드내초정문/태평2동 422-32),127.391537315222,36.3181700703947,2015-05-19 11:36:32
30200CTVPOC478459933,008.한밭주택 옆,오류로 97-15 인근(한밭주택 옆/오류동 190-19),오류로 97-15 인근(한밭주택 옆/오류동 190-19),127.400704097997,36.3284636279608,2015-05-19 11:36:32
30200CTVPOC478483645,009.홍익빌라 앞,과례로 66 인근(홍익빌라 앞/문화1동 19-1),과례로 66 인근(홍익빌라 앞/문화1동 19-1),127.412743851934,36.3137212034468,2015-05-19 11:36:32
30200CTVPOC478506141,010.국제통상고 정문앞,서문로 58 인근(국제통상고 앞/문화1동 192-17),서문로 58 인근(국제통상고 앞/문화1동 192-17),127.408297804499,36.3132411703911,2015-05-19 11:36:32
30200CTVPOC478525766,011.테미공원,테미로 2-16 인근(테미공원/대흥동 326-246),테미로 2-16 인근(테미공원/대흥동 326-246),127.420618151844,36.3186118975676,2015-05-19 11:36:32
30200CTVPOC478599180,012.덕수암 앞,보문산공원로 487-1 인근(덕수암 앞/대사동 198-28),보문산공원로 487-1 인근(덕수암 앞/대사동 198-28),127.421267394755,36.3126687899052,2015-05-19 11:36:32
30200CTVPOC478677960,013.중앙유치원 주변,"계룡로920번안길 257-7(중앙유치원 주변,대사동 248-201)","계룡로920번안길 257-7(중앙유치원 주변,대사동 248-201)",127.414396689647,36.3182507422335,2015-05-19 11:36:32
30200CTVPOC478698833,014.테미도서관 주변,"보문로199번길 55(테미도서관 주변,대흥동 326-188)","보문로199번길 55(테미도서관 주변,대흥동 326-188)",127.4208069,36.3197328,2015-05-19 11:36:32
30200CTVPOC493284786,060.구암6동 노인회경로당 앞,구암동 323,구암동 323,127.3221646,36.3503909,2015-05-19 11:36:32
30200CTVPOC493296424,061.장대동 225-39,장대동 233-11,장대동 233-11,127.3249139,36.3606926,2015-05-19 11:36:32
30200CTVPOC493452550,062.해가든오리집 뒷길,전민동 382-3,전민동 382-3,127.4058697,36.4045257,2015-05-19 11:36:32
30200CTVPOC493460802,063.명우빌라앞 삼거리,신성동 124-16,신성동 124-16,127.3514423,36.3907904,2015-05-19 11:36:33
30200CTVPOC493584838,044.달맞이흑두부앞,갑동 388-12,갑동 388-12,127.2953519,36.36163,2015-05-19 11:36:33
30200CTVPOC493593060,045.바글바글김치찌개 앞,지족동 979-12,지족동 979-12,127.3160004,36.38788999,2015-05-19 11:36:33
30200CTVPOC493600719,046.사당앞,현충로443번길 33,현충로443번길 33,127.3197426,36.3610792,2015-05-19 11:36:33
30200CTVPOC493698360,048.구룡동 마을입구,구룡동 327-1,구룡동 327-1,127.3616078,36.4507106,2015-05-19 11:36:33
30200CTVPOC493705989,049.구룡동마을입(고정),구룡동 327-1,구룡동 327-1,127.3616078,36.4507106,2015-05-19 11:36:33
30200CTVPOC493712775,050.탑립1통산의절 버스정류장 앞,탑립동 597-1,탑립동 597-1,127.3981798,36.4097476,2015-05-19 11:36:33
30200CTVPOC500443157,053.(370-2014-10) 목련어린이집#2,신갈마로(갈마동 432-11),신갈마로(갈마동 432-11),127.368236111111,36.3401083333333,2015-05-19 11:36:33
30200CTVPOC500629781,057.(375-2014-15) 월평초등학교#1,월평로13번길 28(월평1동 362),월평로13번길 28(월평1동 362),127.358069444444,36.3566027777778,2015-05-19 11:36:33
30200CTVPOC501054291,049.(381-2014-21) 흑석어린이집#2,조련길 67,조련길 67,127.345661111111,36.2522,2015-05-19 11:36:33
30200CTVPOC534963620,020.(287-2014-6) 피피쿠스어린이집 삼거리#1(돔),가수원로 65번길18 (가수원동 641-39),가수원로 65번길18 (가수원동 641-39),127.350794444444,36.2997194444444,2015-05-19 11:36:33
30200CTVPOC535027409,022.(287-2014-6) 피피쿠스어린이집 삼거리#3(고정),가수원로 65번길18 (가수원동 641-39),가수원로 65번길18 (가수원동 641-39),127.350794444444,36.2997194444444,2015-05-19 11:36:33
30200CTVPOC535046987,023.(385-2014-4) 선골마을 버스정류장 앞#1(돔),괴곡동 157번지 인근,괴곡동 157번지 인근,127.365836111111,36.27865,2015-05-19 11:36:33
30200CTVPOC608922852,001.우정공원,용문로 41-17(괴정동 425-1 / 우정어린이공원),용문로 41-17(괴정동 425-1 / 우정어린이공원),127.3885207,36.3400388,2015-05-19 11:36:33
30200CTVPOC608946018,002.변정어린이공원,변정3길 18(변동 45-1 / 변정어린이공원내),변정3길 18(변동 45-1 / 변정어린이공원내),127.3825953,36.3234765,2015-05-19 11:36:33
30200VDSIMG000000083,VDS0083,중구 문화동 584-4번지(극동아파트 앞),중구 문화동 584-4번지(극동아파트 앞),127.402659733,36.3060427883,2015-05-19 11:36:29
30200VDSIMG000000084,VDS0084,중구 태평동 397-13번지(곱창마을 앞),중구 태평동 397-13번지(곱창마을 앞),127.393369682,36.3258846099,2015-05-19 11:36:29
30200VDSIMG000000085,VDS0085,중구 태평동 378-46번지(정수기중앙관리센터 앞),중구 태평동 378-46번지(정수기중앙관리센터 앞),127.393662241,36.3264939597,2015-05-19 11:36:29
30200CTVPOC16263416,042.대청호자연수변공원-2,"추 동 328일원, 대청호자연수변공원-2","추 동 328일원, 대청호자연수변공원-2",127.4739579,36.37285269,2015-05-19 11:36:29
30200CTVPOC16263431,043.중추마을제2습지,"추 동 279일원, 중추마을제2습지","추 동 279일원, 중추마을제2습지",127.4740543,36.37536756,2015-05-19 11:36:29
30200CTVPOC16263447,044.판암근린공원-3,"판암2동 산 10-3일원, 판암근린공원-3","판암2동 산 10-3일원, 판암근린공원-3",127.4539226,36.31820574,2015-05-19 11:36:29
30200CTVPOC16263478,045.세천초교 정문 진입로-1,"옥천로 610(세천동 545-9, 세천초교 입구)","옥천로 610(세천동 545-9, 세천초교 입구)",127.4921597,36.34113574,2015-05-19 11:36:29
30200CTVPOC16263494,046.세천초교 정문 진입로-2,"옥천로 610(세천동 545-9, 세천초교 입구)","옥천로 610(세천동 545-9, 세천초교 입구)",127.4921891,36.34114072,2015-05-19 11:36:29
30200CTVPOC16263525,047.세천초교 정문 진입로-3,"옥천로 610(세천동 545-9, 세천초교 입구)","옥천로 610(세천동 545-9, 세천초교 입구)",127.4921726,36.34118323,2015-05-19 11:36:29
30200CTVPOC16263556,048.동명초교 주변-1,"천개동로 42(추 동 453-4, 동명초교 주변/생태관앞)","천개동로 42(추 동 453-4, 동명초교 주변/생태관앞)",127.4712113,36.37362247,2015-05-19 11:36:29
30200CTVPOC16318032,034.돌덴어린이집,"계룡로 416번길(갈마2동 344-21 / 몰댄동산,통신주)","계룡로 416번길(갈마2동 344-21 / 몰댄동산,통신주)",127.3733197,36.3489522,2015-05-19 11:36:30
30200CTVPOC16318063,035.주민센터전골목,"월평중로13번길 103(월평1동 1123 / 주민센터전골목,남도민물장어)","월평중로13번길 103(월평1동 1123 / 주민센터전골목,남도민물장어)",127.3587017,36.3545212,2015-05-19 11:36:30
30200CTVPOC16318110,036.시정어린이공원앞,월평중로24번길 39(월평1동 599 / 시정어린이공원앞),월평중로24번길 39(월평1동 599 / 시정어린이공원앞),127.3660389,36.3568304,2015-05-19 11:36:30
30200CTVPOC16318141,037.한길교회앞,월평로90번길 27(월평1동 721 / 한길교회 앞),월평로90번길 27(월평1동 721 / 한길교회 앞),127.3676549,36.3547027,2015-05-19 11:36:30
30200CTVPOC16318172,038.정다운부동산 앞,갈마역로11번길 5갈마1동 900 정다운부동산/성현교회,갈마역로11번길 5갈마1동 900 정다운부동산/성현교회,127.3731641,36.3516158,2015-05-19 11:36:30
30200CTVPOC16318219,039.푸른아파트 뒤편 놀이터앞,대덕대로111번길 53(갈마2동 403-24 / 푸른@뒤놀이터),대덕대로111번길 53(갈마2동 403-24 / 푸른@뒤놀이터),127.3716769,36.343091,2015-05-19 11:36:30
30200CTVPOC16318250,040.대현성결교회 원투룸 앞,월평새뜸로20번길 10(월평1동 1461 / 대현성결교회),월평새뜸로20번길 10(월평1동 1461 / 대현성결교회),127.3532836,36.3528687,2015-05-19 11:36:30
30200CTVPOC16318281,041.봉산초교 봉산문구,"신갈마로141번길 45(갈마1동 389 / 봉산초교, 봉산문구)","신갈마로141번길 45(갈마1동 389 / 봉산초교, 봉산문구)",127.3666504,36.3449058,2015-05-19 11:36:30
30200CTVPOC16318312,042.괴정육교밑(둔원고),대덕대로 83-74(갈마2동 1486 / 육교밑),대덕대로 83-74(갈마2동 1486 / 육교밑),127.3733076,36.3413497,2015-05-19 11:36:30
30200CTVPOC16318359,043.갈마초정문앞쪽 삼거리,"계룡로367번길 92(갈마1동 798 / 갈마초교정문,3거리)","계룡로367번길 92(갈마1동 798 / 갈마초교정문,3거리)",127.3695096,36.3554047,2015-05-19 11:36:30
30200CTVPOC16340574,004.현대아파트113동 앞,중촌로 인근현대아파트 113동 앞 /중촌동 16-4,중촌로 인근현대아파트 113동 앞 /중촌동 16-4,127.4103114,36.3389925,2015-05-19 11:36:30
30200CTVPOC16399433,005.어린이놀이터,목동로76번길 56 인근(어린이놀이터/중촌동 281-10),목동로76번길 56 인근(어린이놀이터/중촌동 281-10),127.4076131,36.3383421,2015-05-19 11:36:30
30200CTVPOC16433784,006.목양초등학교 주변,어덕마을로 51(목양초등학교 주변/목동 62-2),어덕마을로 51(목양초등학교 주변/목동 62-2),127.4033725,36.3360281,2015-05-19 11:36:30
30200CTVPOC16483720,049.동명초교 주변-2,"천개동로 42(추 동 453-4, 동명초교 주변/생태관앞)","천개동로 42(추 동 453-4, 동명초교 주변/생태관앞)",127.4711935,36.37361896,2015-05-19 11:36:30
30200CTVPOC16483752,050.동명초교 주변-3,"천개동로 42(추 동 453-4, 동명초교 주변/생태관앞)","천개동로 42(추 동 453-4, 동명초교 주변/생태관앞)",127.4712272,36.37361882,2015-05-19 11:36:30
30200CTVPOC16483767,051.새록새록어린이집-1,"용운로 80(용운동, 용방마을@)(용운동 460, 새록새록어린이집)","용운로 80(용운동, 용방마을@)(용운동 460, 새록새록어린이집)",127.451109,36.32681611,2015-05-19 11:36:30
30200CTVPOC16483798,052.새록새록어린이집-2,"용운로 80(용운동, 용방마을@)(용운동 460, 새록새록어린이집)","용운로 80(용운동, 용방마을@)(용운동 460, 새록새록어린이집)",127.4511174,36.32683805,2015-05-19 11:36:30
30200CTVPOC16483830,053.새록새록어린이집-3,"용운로 80(용운동, 용방마을@)(용운동 460, 새록새록어린이집)","용운로 80(용운동, 용방마을@)(용운동 460, 새록새록어린이집)",127.4510938,36.32683909,2015-05-19 11:36:30
30200CTVPOC16483845,054.주산동 놀이터-1,"대청호수로337번길 49(주산동 211-36, 주산동놀이터)","대청호수로337번길 49(주산동 211-36, 주산동놀이터)",127.4757415,36.35773854,2015-05-19 11:36:30
30200CTVPOC16483876,055.주산동 놀이터-2,"대청호수로337번길 49(주산동 211-36, 주산동놀이터)","대청호수로337번길 49(주산동 211-36, 주산동놀이터)",127.4757713,36.35772714,2015-05-19 11:36:30
30200CTVPOC16483892,056.주산동 놀이터-3,"대청호수로337번길 49(주산동 211-36, 주산동놀이터)","대청호수로337번길 49(주산동 211-36, 주산동놀이터)",127.4757076,36.35773062,2015-05-19 11:36:30
30200CTVPOC16483939,057.신상동 280-7번지,회남로58번길 19-40(신상동 280-7),회남로58번길 19-40(신상동 280-7),127.498383,36.35374629,2015-05-19 11:36:30
30200CTVPOC16483986,058.용운동 352-2번지,새울로 99(용운동 352-2),새울로 99(용운동 352-2),127.4613447,36.32712498,2015-05-19 11:36:30
30200CTVPOC16502487,007.호수유치원 주변,동서대로1365번길 30(호수유치원 주변/목동 96-10),동서대로1365번길 30(호수유치원 주변/목동 96-10),127.4084097,36.3320545,2015-05-19 11:36:30
30200CTVPOC16563374,008.목동초등학교주변,목동로 19(목동초등학교 주변/목동 94-35),목동로 19(목동초등학교 주변/목동 94-35),127.408207570092,36.3327601276928,2015-05-19 11:36:30
30500POCCTV5270540,039.(2013-15) 동구 홍도동 1-16번지,,,0,0,2015-07-09 12:38:26
30500POCCTV776568609,049.(2015-1) 다나유치원(회전),,,0,0,2015-07-09 12:38:26
30500POCCTV776593943,050.(2015-1) 다나유치원(고정-1),,,0,0,2015-07-09 12:38:26
30500POCCTV776634098,051.(2015-1) 다나유치원(고정-2),,,0,0,2015-07-09 12:38:26
30500POCCTV776695827,051.(2015-2) 대동초등학교(회전),,,0,0,2015-07-09 12:38:26
30500POCCTV776736668,052.(2015-2) 대동초등학교(고정-1),,,0,0,2015-07-09 12:38:26
30500POCCTV776751348,053.(2015-2) 대동초등학교(고정-2),,,0,0,2015-07-09 12:38:26
30500POCCTV776766543,054.(2015-2) 대동초등학교(고정-3),,,0,0,2015-07-09 12:38:26
30500POCCTV776884355,055.(2015-3) 대동 종합 사회복지관 놀이터(자립형),,,0,0,2015-07-09 12:38:26
30500POCCTV777055394,029.(2015-4) 천동초등학교(회전),,,0,0,2015-07-09 12:38:26
30500POCCTV777177995,030.(2015-4) 천동초등학교(고정-1),,,0,0,2015-07-09 12:38:26
30500POCCTV777189056,031.(2015-4) 천동초등학교(고정-2),,,0,0,2015-07-09 12:38:26
30500POCCTV777198541,032.(2015-4) 천동초등학교(고정-3),,,0,0,2015-07-09 12:38:26
30500POCCTV785803696,075.(2014-30) 비룡동 246-1,,,0,0,2015-07-09 12:38:27
30500POCCTV777261269,076.(2015-5) 용운초등학교(회전),,,0,0,2015-07-09 12:38:27
30500POCCTV777283686,077.(2015-5) 용운초등학교(고정-1),,,0,0,2015-07-09 12:38:27
30200RSERSE000008504,RSE8504,대전 유성구 원내동 484-4,대전 유성구 원내동 484-4,127.317577625,36.2956665825,2015-05-19 11:36:30
30200RSERSE000008505,RSE8505,④송강 삼거리,④송강 삼거리,127.388451253,36.4340927949,2015-05-19 11:36:30
30200RSERSE000008506,RSE8506,④장대 네거리,④장대 네거리,127.33557381,36.3606761762,2015-05-19 11:36:30
30200RSERSE000008507,RSE8507,④온천2동 479-11번지 충대정문5가,④온천2동 479-11번지 충대정문5가,127.344300283,36.361915347,2015-05-19 11:36:30
30200RSERSE000008523,RSE8523,대전 유성구 구암동 163-2 리루 앞,대전 유성구 구암동 163-2 리루 앞,127.328844286,36.3523848948,2015-05-19 11:36:30
30200RSERSE000008524,RSE8524,대전 유성구 구암동 275,대전 유성구 구암동 275,127.326253445,36.3485269857,2015-05-19 11:36:30
30200RSERSE000008904,RSE8904,대전 유성구 반석동 612-1 반석마을A 7단지 정문,대전 유성구 반석동 612-1 반석마을A 7단지 정문,127.31025619,36.3957748731,2015-05-19 11:36:30
30200RSERSE000008905,RSE8905,④(노은지구)외삼네거리,④(노은지구)외삼네거리,127.31177245,36.395411886,2015-05-19 11:36:30
30200RSERSE000008906,RSE8906,대전 유성구 반석동 308 봉황홍두깨칼국수 앞,대전 유성구 반석동 308 봉황홍두깨칼국수 앞,127.308939998,36.3905115269,2015-05-19 11:36:30
30200RSERSE000008907,RSE8907,대전 유성구 반석동 621-4 김밥나라 앞,대전 유성구 반석동 621-4 김밥나라 앞,127.312054394,36.3918500668,2015-05-19 11:36:30
30200RSERSE000008908,RSE8908,④ 노은지구 반석동 뉴타운앞,④ 노은지구 반석동 뉴타운앞,127.315201369,36.3920514448,2015-05-19 11:36:30
30200RSERSE000008909,RSE8909,대전 유성구 지족동 993,대전 유성구 지족동 993,127.313072032,36.3871493318,2015-05-19 11:36:30
30200RSERSE000008910,RSE8910,대전 유성구 지족동 992-2 반석마을A 3단지 정문,대전 유성구 지족동 992-2 반석마을A 3단지 정문,127.316843397,36.3862416498,2015-05-19 11:36:30
30200RSERSE000008911,RSE8911,④반석네거리 노은지구,④반석네거리 노은지구,127.318882629,36.3871340342,2015-05-19 11:36:30
30200RSERSE000008912,RSE8912,④노은지구 하기네거리/하기초등학교앞,④노은지구 하기네거리/하기초등학교앞,127.322622297,36.3875129485,2015-05-19 11:36:30
30200RSERSE000008913,RSE8913,대전 유성구 하기동 그리운A 5단지 정문,대전 유성구 하기동 그리운A 5단지 정문,127.331333035,36.3906314605,2015-05-19 11:36:30
30200RSERSE000008914,RSE8914,대전 유성구 죽동 600 유성구 장애인 종합복지관 앞,대전 유성구 죽동 600 유성구 장애인 종합복지관 앞,127.322520341,36.3807202864,2015-05-19 11:36:30
30200RSERSE000008915,RSE8915,대전 유성구 죽동 612-1,대전 유성구 죽동 612-1,127.327627478,36.3807363778,2015-05-19 11:36:30
30200RSERSE000008916,RSE8916,대전 유성구 탑립동 803,대전 유성구 탑립동 803,127.406839789,36.4130736287,2015-05-19 11:36:31
30200RSERSE000009001,RSE9001,①대덕구 신일동 1697 동아연필(주)건너/신구교 앞,①대덕구 신일동 1697 동아연필(주)건너/신구교 앞,127.395266834,36.4384746249,2015-05-19 11:36:31
30200RSERSE000009002,RSE9002,①대덕구 문평동 49-3 (주)BYC 앞,①대덕구 문평동 49-3 (주)BYC 앞,127.40025829,36.4420916811,2015-05-19 11:36:31
30200VDSIMG000000086,VDS0086,서구 가장동 20-29번지(보혜사 복음교회 앞),서구 가장동 20-29번지(보혜사 복음교회 앞),127.391481354,36.3306679637,2015-05-19 11:36:29
30200VDSIMG000000087,VDS0087,서구 갈마동 315번지(안산뜸어린이공원 앞),서구 갈마동 315번지(안산뜸어린이공원 앞),127.368642688,36.3480512175,2015-05-19 11:36:29
30200VDSIMG000000088,VDS0088,서구 만년동 407번지(행운영양탕집 앞),서구 만년동 407번지(행운영양탕집 앞),127.37163408,36.3666162505,2015-05-19 11:36:29
30200VDSIMG000000089,VDS0089,유성구 원촌동 97-2번지(시설관리공단 맞은편),유성구 원촌동 97-2번지(시설관리공단 맞은편),127.405487795,36.3827759272,2015-05-19 11:36:29
30200VDSIMG000000090,VDS0090,유성구 탑립동 689번지(오당골 맞은편),유성구 탑립동 689번지(오당골 맞은편),127.404007446,36.4126458012,2015-05-19 11:36:29
30200VDSIMG000000091,VDS0091,유성구 탑립동 775번지(오당골),유성구 탑립동 775번지(오당골),127.404123462,36.4134668059,2015-05-19 11:36:29
30200VDSIMG000000092,VDS0092,유성구 화암동 63-2번지(삼양중앙연구소 앞),유성구 화암동 63-2번지(삼양중앙연구소 앞),127.373747081,36.3959847973,2015-05-19 11:36:29
30200VDSIMG000000093,VDS0093,유성구 신성동 113-5번지(27센티미터 앞),유성구 신성동 113-5번지(27센티미터 앞),127.352422899,36.3854713768,2015-05-19 11:36:29
30200VDSIMG000000094,VDS0094,유성구 신성동 113-5번지 맞은편(한화케미칼 앞),유성구 신성동 113-5번지 맞은편(한화케미칼 앞),127.352592215,36.3848309244,2015-05-19 11:36:29
30200VDSIMG000000095,VDS0095,유성구 지족동 860번지(열매마을 401동 앞),유성구 지족동 860번지(열매마을 401동 앞),127.317613207,36.3772495843,2015-05-19 11:36:29
30200VDSIMG000000096,VDS0096,유성구 지족동 876번지(열매마을 505동 앞),유성구 지족동 876번지(열매마을 505동 앞),127.318181211,36.3772425775,2015-05-19 11:36:29
30200VDSIMG000000097,VDS0097,유성구 지족동 22-4번지(남문조경 앞),유성구 지족동 22-4번지(남문조경 앞),127.325795211,36.3743304688,2015-05-19 11:36:29
30200VDSIMG000000098,VDS0098,유성구 노은동 138-12번지(남문조경 맞은편),유성구 노은동 138-12번지(남문조경 맞은편),127.326357918,36.374946677,2015-05-19 11:36:29
30200VDSIMG000000099,VDS0099,유성구 노은동 566번지(노은수산시장 앞),유성구 노은동 566번지(노은수산시장 앞),127.320717204,36.3664788698,2015-05-19 11:36:29
30200VDSIMG000000100,VDS0100,유성구 노은동 534-15번지(노은교회 앞),유성구 노은동 534-15번지(노은교회 앞),127.320721116,36.367246612,2015-05-19 11:36:29
30200VDSIMG000000101,VDS0101,유성구 구암동 615-26,유성구 구암동 615-26,127.332631966,36.3487310283,2015-05-19 11:36:29
30200VDSIMG000000102,VDS0102,유성구 상대동 440-9,유성구 상대동 440-9,127.333018799,36.3483368126,2015-05-19 11:36:29
30200VDSIMG000000103,VDS0103,유성구 봉명동 1062,유성구 봉명동 1062,127.34569793,36.3487263865,2015-05-19 11:36:29
30200VDSIMG000000104,VDS0104,유성구 봉명동 1039-2 ,유성구 봉명동 1039-2 ,127.345495421,36.3482768346,2015-05-19 11:36:29
30200VDSIMG000000105,VDS0105,유성구 상대동 497 ,유성구 상대동 497 ,127.339840843,36.3445874104,2015-05-19 11:36:29
30200VDSIMG000000106,VDS0106,유성구 봉명동 1058-2 ,유성구 봉명동 1058-2 ,127.340282145,36.3442437074,2015-05-19 11:36:29
30200VDSIMG000000107,VDS0107,유성구 원신흥동 523 ,유성구 원신흥동 523 ,127.3491634,36.3357001591,2015-05-19 11:36:29
30200VDSIMG000000108,VDS0108,유성구 원신흥동 514 ,유성구 원신흥동 514 ,127.349502982,36.3356698782,2015-05-19 11:36:29
30200VDSIMG000000109,VDS0109,유성구 원신흥동528-5,유성구 원신흥동528-5,127.343543473,36.3323775791,2015-05-19 11:36:29
30200VDSIMG000000110,VDS0110,서구 도안동 1511,서구 도안동 1511,127.343516623,36.3319698728,2015-05-19 11:36:29
30200VDSIMG000000111,VDS0111,서구 도안동 1497,서구 도안동 1497,127.345170732,36.3240509499,2015-05-19 11:36:29
30200VDSIMG000000112,VDS0112,서구 도안동 1525,서구 도안동 1525,127.347810558,36.3236503832,2015-05-19 11:36:29
30200VDSIMG000000113,VDS0113,서구 도안동 1528,서구 도안동 1528,127.34811064,36.3235143327,2015-05-19 11:36:29
30200VDSIMG000000114,VDS0114,서구 가수원동 1342,서구 가수원동 1342,127.344649076,36.3111718756,2015-05-19 11:36:29
30200VDSIMG000000115,VDS0115,서구 가수원동 1342,서구 가수원동 1342,127.343303674,36.3091940473,2015-05-19 11:36:29
30200CTVPOC15048012,006.별나라어린이집,"계룡로 338(갈마1동 291-14 / 장보고마트,어린이집)","계룡로 338(갈마1동 291-14 / 장보고마트,어린이집)",127.3668133,36.3532727,2015-05-19 11:36:29
30200CTVPOC15067715,014.(211-2011-7) 동산유치원,,계룡로394번길 10(갈마2동 309-10 / 동산유치원),127.371249,36.3505724,2015-05-19 11:36:29
30200CTVPOC15092644,008.월평초교,"월평로 14(월평1동 1152 / 월평초교, 동소예 앞)","월평로 14(월평1동 1152 / 월평초교, 동소예 앞)",127.3589686,36.3554436,2015-05-19 11:36:29
30200CTVPOC15115560,009.다모아유치원,"월평동로 83(월평3동 311 / 다모아유치원,109동옆)","월평동로 83(월평3동 311 / 다모아유치원,109동옆)",127.3682731,36.3621397,2015-05-19 11:36:29
30200CTVPOC15138493,010.갈마3거리,계룡로 383-17(갈마1동 271-11 / 갈마3거리 우측),계룡로 383-17(갈마1동 271-11 / 갈마3거리 우측),127.3717131,36.3517908,2015-05-19 11:36:29
30200CTVPOC15184965,011.갈마성당앞,신갈마로195번길 13(갈마1동 316-1 / 갈마성당 앞),신갈마로195번길 13(갈마1동 316-1 / 갈마성당 앞),127.3672234,36.3510617,2015-05-19 11:36:29
30200CTVPOC15205261,012.갈마초교후문,"월평동로26번길 31(갈마1동 716 / 갈마초후문,성사진관)","월평동로26번길 31(갈마1동 716 / 갈마초후문,성사진관)",127.3703451,36.3572927,2015-05-19 11:36:29
30200CTVPOC15324898,001.세천초교 정문 앞,"옥천로 610-12(세천동 70, 세천초교, 정문)","옥천로 610-12(세천동 70, 세천초교, 정문)",127.4925913,36.34102703,2015-05-19 11:36:29
30200CTVPOC15385037,013.동산아파트 3동앞,"계룡로406번길 29(갈마2동 344-26 / 동산@3동옆,물댄동산)","계룡로406번길 29(갈마2동 344-26 / 동산@3동옆,물댄동산)",127.3724225,36.3491401,2015-05-19 11:36:29
30200CTVPOC15385083,014.다웅주택앞,"갈마중로 6-31(갈마2동 394-2 / 대웅주택 앞,야크루트)","갈마중로 6-31(갈마2동 394-2 / 대웅주택 앞,야크루트)",127.3700166,36.3461718,2015-05-19 11:36:29
30200CTVPOC15385130,"015.솔레시티몰	월평1동 915","월평로 46(월평1동 915 / 포장마차, 놀부부대찌게 앞)","월평로 46(월평1동 915 / 포장마차, 놀부부대찌게 앞)",127.3620571,36.3561089,2015-05-19 11:36:29
30200CTVPOC15385161,016.처가집 신신점,"월평새뜸로8번길 50(월평1동 1301 / 배꼽시계,처가집)","월평새뜸로8번길 50(월평1동 1301 / 배꼽시계,처가집)",127.3562005,36.3534347,2015-05-19 11:36:29
30200CTVPOC15385208,017.반달어린이공원,(월평1동 801 / 반달어린이공원/교회),(월평1동 801 / 반달어린이공원/교회),127.3660603,36.3553659,2015-05-19 11:36:29
30200CTVPOC15385255,018.월평어린이공원,월평로27번길 1(월평1동 405 / 월평어린이공원내),월평로27번길 1(월평1동 405 / 월평어린이공원내),127.3600736,36.3568952,2015-05-19 11:36:29
30200CTVPOC15385286,019.갑천초교 옆길,"월평동로 61(월평3동 308 / 갑천초교,다모아@101동 입구)","월평동로 61(월평3동 308 / 갑천초교,다모아@101동 입구)",127.3670916,36.3610749,2015-05-19 11:36:29
30200CTVPOC15385333,020.그린어린이집,"갈마중로8번길 23(갈마2동 352-19 / 그린어린이집,산림조합 뒤)","갈마중로8번길 23(갈마2동 352-19 / 그린어린이집,산림조합 뒤)",127.3703505,36.3462496,2015-05-19 11:36:29
30200CTVPOC15385380,021.하이캠유치원,"월평중로4번길 21(월평1동 815 / 하이캠유치원,녹지대)","월평중로4번길 21(월평1동 815 / 하이캠유치원,녹지대)",127.3652865,36.3546811,2015-05-19 11:36:29
30200CTVPOC15385427,022.자연유치원,"월평로27번길 15(월평1동 443 / 자연유치원,월평공원부근)","월평로27번길 15(월평1동 443 / 자연유치원,월평공원부근)",127.3602265,36.3573877,2015-05-19 11:36:29
